date,year,month,day,day_of_week,is_weekend,volume_millions,value_crores,avg_txn_value_inr
2018-11-22,2018,11,22,Thursday,0,19.47,676.29,347.35
2018-11-23,2018,11,23,Friday,0,20.88,725.44,347.43
2018-11-24,2018,11,24,Saturday,1,16.64,578.2,347.48
2018-11-25,2018,11,25,Sunday,1,16.53,574.12,347.32
2018-11-26,2018,11,26,Monday,0,19.66,683.0,347.41
2018-11-27,2018,11,27,Tuesday,0,17.16,596.2,347.44
2018-11-28,2018,11,28,Wednesday,0,17.22,598.15,347.36
2018-11-29,2018,11,29,Thursday,0,19.75,685.94,347.31
2018-11-30,2018,11,30,Friday,0,21.4,743.28,347.33
2018-12-01,2018,12,1,Saturday,1,19.14,649.56,339.37
2018-12-02,2018,12,2,Sunday,1,20.4,692.4,339.41
2018-12-03,2018,12,3,Monday,0,21.88,742.77,339.47
2018-12-04,2018,12,4,Tuesday,0,19.69,668.17,339.34
2018-12-05,2018,12,5,Wednesday,0,19.53,662.83,339.39
2018-12-06,2018,12,6,Thursday,0,20.31,689.42,339.45
2018-12-07,2018,12,7,Friday,0,21.3,722.93,339.4
2018-12-08,2018,12,8,Saturday,1,17.4,590.74,339.51
2018-12-09,2018,12,9,Sunday,1,17.15,581.97,339.34
2018-12-10,2018,12,10,Monday,0,20.12,682.88,339.4
2018-12-11,2018,12,11,Tuesday,0,20.96,711.37,339.39
2018-12-12,2018,12,12,Wednesday,0,21.11,716.43,339.38
2018-12-13,2018,12,13,Thursday,0,19.66,667.31,339.43
2018-12-14,2018,12,14,Friday,0,21.4,726.28,339.38
2018-12-15,2018,12,15,Saturday,1,17.2,583.67,339.34
2018-12-16,2018,12,16,Sunday,1,17.23,584.66,339.33
2018-12-17,2018,12,17,Monday,0,21.43,727.23,339.35
2018-12-18,2018,12,18,Tuesday,0,21.24,720.8,339.36
2018-12-19,2018,12,19,Wednesday,0,19.92,676.2,339.46
2018-12-20,2018,12,20,Thursday,0,19.55,663.53,339.4
2018-12-21,2018,12,21,Friday,0,20.8,706.06,339.45
2018-12-22,2018,12,22,Saturday,1,16.59,562.93,339.32
2018-12-23,2018,12,23,Sunday,1,17.0,577.16,339.51
2018-12-24,2018,12,24,Monday,0,22.11,750.4,339.39
2018-12-25,2018,12,25,Tuesday,0,19.72,669.25,339.38
2018-12-26,2018,12,26,Wednesday,0,20.16,684.37,339.47
2018-12-27,2018,12,27,Thursday,0,20.02,679.47,339.4
2018-12-28,2018,12,28,Friday,0,22.35,758.43,339.34
2018-12-29,2018,12,29,Saturday,1,18.54,629.37,339.47
2018-12-30,2018,12,30,Sunday,1,19.21,652.06,339.44
2018-12-31,2018,12,31,Monday,0,23.85,809.39,339.37
2019-01-01,2019,1,1,Tuesday,0,25.74,883.4,343.2
2019-01-02,2019,1,2,Wednesday,0,25.47,874.09,343.18
2019-01-03,2019,1,3,Thursday,0,22.9,786.1,343.28
2019-01-04,2019,1,4,Friday,0,23.82,817.47,343.19
2019-01-05,2019,1,5,Saturday,1,18.21,625.08,343.26
2019-01-06,2019,1,6,Sunday,1,18.83,646.31,343.23
2019-01-07,2019,1,7,Monday,0,23.51,806.85,343.19
2019-01-08,2019,1,8,Tuesday,0,22.23,763.17,343.31
2019-01-09,2019,1,9,Wednesday,0,22.03,756.17,343.25
2019-01-10,2019,1,10,Thursday,0,22.39,768.67,343.31
2019-01-11,2019,1,11,Friday,0,24.2,830.55,343.2
2019-01-12,2019,1,12,Saturday,1,19.34,664.0,343.33
2019-01-13,2019,1,13,Sunday,1,18.87,647.61,343.2
2019-01-14,2019,1,14,Monday,0,22.68,778.35,343.19
2019-01-15,2019,1,15,Tuesday,0,21.8,748.12,343.17
2019-01-16,2019,1,16,Wednesday,0,22.49,771.8,343.17
2019-01-17,2019,1,17,Thursday,0,21.17,726.58,343.21
2019-01-18,2019,1,18,Friday,0,23.68,812.66,343.18
2019-01-19,2019,1,19,Saturday,1,18.19,624.32,343.22
2019-01-20,2019,1,20,Sunday,1,18.46,633.76,343.32
2019-01-21,2019,1,21,Monday,0,23.62,810.65,343.2
2019-01-22,2019,1,22,Tuesday,0,21.82,749.11,343.31
2019-01-23,2019,1,23,Wednesday,0,21.73,745.88,343.25
2019-01-24,2019,1,24,Thursday,0,20.81,714.45,343.32
2019-01-25,2019,1,25,Friday,0,23.92,821.1,343.27
2019-01-26,2019,1,26,Saturday,1,18.87,647.54,343.16
2019-01-27,2019,1,27,Sunday,1,19.85,681.45,343.3
2019-01-28,2019,1,28,Monday,0,22.58,775.2,343.31
2019-01-29,2019,1,29,Tuesday,0,21.84,749.74,343.29
2019-01-30,2019,1,30,Wednesday,0,25.14,862.97,343.27
2019-01-31,2019,1,31,Thursday,0,26.14,897.1,343.19
2019-02-01,2019,2,1,Friday,0,29.83,1019.55,341.79
2019-02-02,2019,2,2,Saturday,1,23.77,812.48,341.81
2019-02-03,2019,2,3,Sunday,1,20.91,714.62,341.76
2019-02-04,2019,2,4,Monday,0,25.42,868.83,341.79
2019-02-05,2019,2,5,Tuesday,0,23.76,812.05,341.77
2019-02-06,2019,2,6,Wednesday,0,24.22,827.86,341.81
2019-02-07,2019,2,7,Thursday,0,24.85,849.58,341.88
2019-02-08,2019,2,8,Friday,0,25.26,863.57,341.87
2019-02-09,2019,2,9,Saturday,1,20.56,702.89,341.87
2019-02-10,2019,2,10,Sunday,1,19.96,682.32,341.84
2019-02-11,2019,2,11,Monday,0,26.15,893.73,341.77
2019-02-12,2019,2,12,Tuesday,0,22.98,785.46,341.8
2019-02-13,2019,2,13,Wednesday,0,23.67,809.27,341.9
2019-02-14,2019,2,14,Thursday,0,24.35,832.39,341.84
2019-02-15,2019,2,15,Friday,0,27.14,927.57,341.77
2019-02-16,2019,2,16,Saturday,1,20.42,697.99,341.82
2019-02-17,2019,2,17,Sunday,1,20.07,685.9,341.75
2019-02-18,2019,2,18,Monday,0,26.64,910.67,341.84
2019-02-19,2019,2,19,Tuesday,0,23.03,787.32,341.87
2019-02-20,2019,2,20,Wednesday,0,22.49,768.78,341.83
2019-02-21,2019,2,21,Thursday,0,24.4,833.94,341.78
2019-02-22,2019,2,22,Friday,0,25.64,876.52,341.86
2019-02-23,2019,2,23,Saturday,1,19.73,674.39,341.81
2019-02-24,2019,2,24,Sunday,1,20.98,717.1,341.8
2019-02-25,2019,2,25,Monday,0,25.46,870.24,341.81
2019-02-26,2019,2,26,Tuesday,0,23.67,809.14,341.84
2019-02-27,2019,2,27,Wednesday,0,26.63,910.18,341.79
2019-02-28,2019,2,28,Thursday,0,28.42,971.31,341.77
2019-03-01,2019,3,1,Friday,0,32.61,1102.87,338.2
2019-03-02,2019,3,2,Saturday,1,25.12,849.62,338.22
2019-03-03,2019,3,3,Sunday,1,23.35,789.71,338.21
2019-03-04,2019,3,4,Monday,0,26.25,887.84,338.22
2019-03-05,2019,3,5,Tuesday,0,24.61,832.31,338.2
2019-03-06,2019,3,6,Wednesday,0,25.25,854.12,338.27
2019-03-07,2019,3,7,Thursday,0,25.76,871.03,338.13
2019-03-08,2019,3,8,Friday,0,28.04,948.37,338.22
2019-03-09,2019,3,9,Saturday,1,21.74,735.08,338.12
2019-03-10,2019,3,10,Sunday,1,22.19,750.6,338.26
2019-03-11,2019,3,11,Monday,0,26.11,883.09,338.22
2019-03-12,2019,3,12,Tuesday,0,26.91,910.0,338.16
2019-03-13,2019,3,13,Wednesday,0,25.73,870.08,338.16
2019-03-14,2019,3,14,Thursday,0,26.65,901.46,338.26
2019-03-15,2019,3,15,Friday,0,28.12,950.97,338.18
2019-03-16,2019,3,16,Saturday,1,22.28,753.34,338.12
2019-03-17,2019,3,17,Sunday,1,22.36,756.3,338.24
2019-03-18,2019,3,18,Monday,0,27.43,927.55,338.15
2019-03-19,2019,3,19,Tuesday,0,26.29,889.04,338.17
2019-03-20,2019,3,20,Wednesday,0,26.82,907.01,338.18
2019-03-21,2019,3,21,Thursday,0,25.94,877.37,338.23
2019-03-22,2019,3,22,Friday,0,28.4,960.56,338.23
2019-03-23,2019,3,23,Saturday,1,21.85,739.04,338.23
2019-03-24,2019,3,24,Sunday,1,23.04,779.08,338.14
2019-03-25,2019,3,25,Monday,0,26.56,898.14,338.16
2019-03-26,2019,3,26,Tuesday,0,27.18,919.35,338.25
2019-03-27,2019,3,27,Wednesday,0,25.76,871.18,338.19
2019-03-28,2019,3,28,Thursday,0,24.68,834.79,338.25
2019-03-29,2019,3,29,Friday,0,27.95,945.36,338.23
2019-03-30,2019,3,30,Saturday,1,24.6,832.11,338.26
2019-03-31,2019,3,31,Sunday,1,25.96,877.9,338.17
2019-04-01,2019,4,1,Monday,0,30.89,1062.3,343.9
2019-04-02,2019,4,2,Tuesday,0,29.58,1017.14,343.86
2019-04-03,2019,4,3,Wednesday,0,24.59,845.65,343.9
2019-04-04,2019,4,4,Thursday,0,25.71,884.3,343.95
2019-04-05,2019,4,5,Friday,0,26.26,903.0,343.87
2019-04-06,2019,4,6,Saturday,1,20.92,719.4,343.88
2019-04-07,2019,4,7,Sunday,1,22.75,782.45,343.93
2019-04-08,2019,4,8,Monday,0,27.98,962.42,343.97
2019-04-09,2019,4,9,Tuesday,0,26.4,907.91,343.91
2019-04-10,2019,4,10,Wednesday,0,25.31,870.46,343.92
2019-04-11,2019,4,11,Thursday,0,26.03,895.18,343.9
2019-04-12,2019,4,12,Friday,0,28.15,968.09,343.9
2019-04-13,2019,4,13,Saturday,1,21.25,730.84,343.92
2019-04-14,2019,4,14,Sunday,1,23.33,802.43,343.95
2019-04-15,2019,4,15,Monday,0,28.06,964.89,343.87
2019-04-16,2019,4,16,Tuesday,0,25.89,890.52,343.96
2019-04-17,2019,4,17,Wednesday,0,26.09,897.19,343.88
2019-04-18,2019,4,18,Thursday,0,26.23,902.07,343.91
2019-04-19,2019,4,19,Friday,0,26.56,913.27,343.85
2019-04-20,2019,4,20,Saturday,1,21.96,755.35,343.97
2019-04-21,2019,4,21,Sunday,1,21.62,743.66,343.97
2019-04-22,2019,4,22,Monday,0,26.59,914.35,343.87
2019-04-23,2019,4,23,Tuesday,0,25.85,888.91,343.87
2019-04-24,2019,4,24,Wednesday,0,27.47,944.81,343.94
2019-04-25,2019,4,25,Thursday,0,26.57,913.7,343.88
2019-04-26,2019,4,26,Friday,0,27.71,952.82,343.85
2019-04-27,2019,4,27,Saturday,1,22.6,777.4,343.98
2019-04-28,2019,4,28,Sunday,1,23.25,799.63,343.93
2019-04-29,2019,4,29,Monday,0,32.31,1111.08,343.88
2019-04-30,2019,4,30,Tuesday,0,30.03,1032.78,343.92
2019-05-01,2019,5,1,Wednesday,0,26.68,912.69,342.09
2019-05-02,2019,5,2,Thursday,0,27.78,950.25,342.06
2019-05-03,2019,5,3,Friday,0,25.83,883.66,342.11
2019-05-04,2019,5,4,Saturday,1,20.74,709.69,342.18
2019-05-05,2019,5,5,Sunday,1,20.56,703.37,342.11
2019-05-06,2019,5,6,Monday,0,25.59,875.31,342.05
2019-05-07,2019,5,7,Tuesday,0,23.28,796.36,342.08
2019-05-08,2019,5,8,Wednesday,0,24.59,841.34,342.15
2019-05-09,2019,5,9,Thursday,0,23.8,814.15,342.08
2019-05-10,2019,5,10,Friday,0,27.02,924.49,342.15
2019-05-11,2019,5,11,Saturday,1,19.62,671.22,342.11
2019-05-12,2019,5,12,Sunday,1,21.34,730.1,342.13
2019-05-13,2019,5,13,Monday,0,24.98,854.63,342.13
2019-05-14,2019,5,14,Tuesday,0,23.2,793.54,342.04
2019-05-15,2019,5,15,Wednesday,0,23.31,797.61,342.18
2019-05-16,2019,5,16,Thursday,0,23.43,801.58,342.12
2019-05-17,2019,5,17,Friday,0,25.85,884.4,342.13
2019-05-18,2019,5,18,Saturday,1,20.48,700.65,342.11
2019-05-19,2019,5,19,Sunday,1,19.7,674.02,342.14
2019-05-20,2019,5,20,Monday,0,24.82,849.23,342.16
2019-05-21,2019,5,21,Tuesday,0,25.18,861.37,342.08
2019-05-22,2019,5,22,Wednesday,0,24.88,851.3,342.16
2019-05-23,2019,5,23,Thursday,0,23.97,819.95,342.07
2019-05-24,2019,5,24,Friday,0,25.58,875.03,342.08
2019-05-25,2019,5,25,Saturday,1,20.19,690.87,342.18
2019-05-26,2019,5,26,Sunday,1,20.54,702.85,342.19
2019-05-27,2019,5,27,Monday,0,24.12,824.99,342.04
2019-05-28,2019,5,28,Tuesday,0,23.48,803.11,342.04
2019-05-29,2019,5,29,Wednesday,0,22.47,768.84,342.16
2019-05-30,2019,5,30,Thursday,0,27.53,941.91,342.14
2019-05-31,2019,5,31,Friday,0,29.91,1023.29,342.12
2019-06-01,2019,6,1,Saturday,1,24.16,825.67,341.75
2019-06-02,2019,6,2,Sunday,1,25.95,886.66,341.68
2019-06-03,2019,6,3,Monday,0,25.48,870.7,341.72
2019-06-04,2019,6,4,Tuesday,0,24.05,821.58,341.61
2019-06-05,2019,6,5,Wednesday,0,25.32,865.12,341.67
2019-06-06,2019,6,6,Thursday,0,25.94,886.33,341.68
2019-06-07,2019,6,7,Friday,0,28.43,971.49,341.71
2019-06-08,2019,6,8,Saturday,1,21.03,718.6,341.7
2019-06-09,2019,6,9,Sunday,1,22.19,758.24,341.7
2019-06-10,2019,6,10,Monday,0,26.38,901.31,341.66
2019-06-11,2019,6,11,Tuesday,0,25.02,854.88,341.68
2019-06-12,2019,6,12,Wednesday,0,25.82,882.11,341.64
2019-06-13,2019,6,13,Thursday,0,25.64,876.15,341.71
2019-06-14,2019,6,14,Friday,0,25.97,887.44,341.72
2019-06-15,2019,6,15,Saturday,1,22.49,768.5,341.71
2019-06-16,2019,6,16,Sunday,1,22.42,766.01,341.66
2019-06-17,2019,6,17,Monday,0,25.94,886.17,341.62
2019-06-18,2019,6,18,Tuesday,0,25.45,869.54,341.67
2019-06-19,2019,6,19,Wednesday,0,25.52,872.07,341.72
2019-06-20,2019,6,20,Thursday,0,25.35,866.05,341.64
2019-06-21,2019,6,21,Friday,0,26.75,913.89,341.64
2019-06-22,2019,6,22,Saturday,1,20.87,713.12,341.7
2019-06-23,2019,6,23,Sunday,1,21.36,729.77,341.65
2019-06-24,2019,6,24,Monday,0,27.29,932.53,341.71
2019-06-25,2019,6,25,Tuesday,0,25.56,873.35,341.69
2019-06-26,2019,6,26,Wednesday,0,24.87,849.78,341.69
2019-06-27,2019,6,27,Thursday,0,25.73,879.23,341.71
2019-06-28,2019,6,28,Friday,0,25.01,854.64,341.72
2019-06-29,2019,6,29,Saturday,1,25.58,874.06,341.7
2019-06-30,2019,6,30,Sunday,1,23.07,788.42,341.75
2019-07-01,2019,7,1,Monday,0,31.7,1097.04,346.07
2019-07-02,2019,7,2,Tuesday,0,29.48,1020.27,346.09
2019-07-03,2019,7,3,Wednesday,0,25.5,882.38,346.03
2019-07-04,2019,7,4,Thursday,0,27.45,950.0,346.08
2019-07-05,2019,7,5,Friday,0,28.28,978.59,346.04
2019-07-06,2019,7,6,Saturday,1,22.82,789.87,346.13
2019-07-07,2019,7,7,Sunday,1,22.51,779.04,346.09
2019-07-08,2019,7,8,Monday,0,28.23,977.07,346.11
2019-07-09,2019,7,9,Tuesday,0,26.59,920.15,346.05
2019-07-10,2019,7,10,Wednesday,0,25.5,882.7,346.16
2019-07-11,2019,7,11,Thursday,0,27.32,945.47,346.07
2019-07-12,2019,7,12,Friday,0,28.25,977.88,346.15
2019-07-13,2019,7,13,Saturday,1,21.31,737.46,346.06
2019-07-14,2019,7,14,Sunday,1,22.21,768.54,346.03
2019-07-15,2019,7,15,Monday,0,29.05,1005.27,346.05
2019-07-16,2019,7,16,Tuesday,0,27.2,941.45,346.12
2019-07-17,2019,7,17,Wednesday,0,26.25,908.43,346.07
2019-07-18,2019,7,18,Thursday,0,26.25,908.41,346.06
2019-07-19,2019,7,19,Friday,0,28.39,982.62,346.11
2019-07-20,2019,7,20,Saturday,1,24.2,837.52,346.08
2019-07-21,2019,7,21,Sunday,1,22.85,790.85,346.11
2019-07-22,2019,7,22,Monday,0,28.19,975.78,346.14
2019-07-23,2019,7,23,Tuesday,0,27.35,946.41,346.04
2019-07-24,2019,7,24,Wednesday,0,26.72,924.61,346.04
2019-07-25,2019,7,25,Thursday,0,26.32,910.9,346.09
2019-07-26,2019,7,26,Friday,0,28.49,986.07,346.11
2019-07-27,2019,7,27,Saturday,1,22.49,778.36,346.09
2019-07-28,2019,7,28,Sunday,1,22.52,779.3,346.05
2019-07-29,2019,7,29,Monday,0,28.43,983.97,346.1
2019-07-30,2019,7,30,Tuesday,0,30.55,1057.38,346.11
2019-07-31,2019,7,31,Wednesday,0,31.18,1078.94,346.04
2019-08-01,2019,8,1,Thursday,0,33.98,1170.86,344.57
2019-08-02,2019,8,2,Friday,0,36.87,1270.37,344.55
2019-08-03,2019,8,3,Saturday,1,23.4,806.34,344.59
2019-08-04,2019,8,4,Sunday,1,25.99,895.58,344.59
2019-08-05,2019,8,5,Monday,0,31.41,1082.25,344.56
2019-08-06,2019,8,6,Tuesday,0,30.51,1051.17,344.53
2019-08-07,2019,8,7,Wednesday,0,27.05,931.93,344.52
2019-08-08,2019,8,8,Thursday,0,31.48,1084.56,344.52
2019-08-09,2019,8,9,Friday,0,31.87,1097.99,344.52
2019-08-10,2019,8,10,Saturday,1,26.16,901.45,344.59
2019-08-11,2019,8,11,Sunday,1,24.26,835.68,344.47
2019-08-12,2019,8,12,Monday,0,31.65,1090.41,344.52
2019-08-13,2019,8,13,Tuesday,0,28.69,988.36,344.5
2019-08-14,2019,8,14,Wednesday,0,29.07,1001.51,344.52
2019-08-15,2019,8,15,Thursday,0,31.32,1079.22,344.58
2019-08-16,2019,8,16,Friday,0,31.82,1096.42,344.57
2019-08-17,2019,8,17,Saturday,1,25.37,874.18,344.57
2019-08-18,2019,8,18,Sunday,1,25.95,894.16,344.57
2019-08-19,2019,8,19,Monday,0,31.54,1086.82,344.58
2019-08-20,2019,8,20,Tuesday,0,29.76,1025.22,344.5
2019-08-21,2019,8,21,Wednesday,0,29.95,1031.79,344.5
2019-08-22,2019,8,22,Thursday,0,31.76,1094.2,344.52
2019-08-23,2019,8,23,Friday,0,31.94,1100.5,344.55
2019-08-24,2019,8,24,Saturday,1,25.36,873.68,344.51
2019-08-25,2019,8,25,Sunday,1,26.11,899.69,344.58
2019-08-26,2019,8,26,Monday,0,32.09,1105.49,344.5
2019-08-27,2019,8,27,Tuesday,0,30.68,1056.96,344.51
2019-08-28,2019,8,28,Wednesday,0,30.19,1040.17,344.54
2019-08-29,2019,8,29,Thursday,0,28.61,985.62,344.5
2019-08-30,2019,8,30,Friday,0,38.46,1325.12,344.54
2019-08-31,2019,8,31,Saturday,1,27.78,957.28,344.59
2019-09-01,2019,9,1,Sunday,1,31.45,1108.8,352.56
2019-09-02,2019,9,2,Monday,0,37.61,1326.01,352.57
2019-09-03,2019,9,3,Tuesday,0,31.77,1120.17,352.59
2019-09-04,2019,9,4,Wednesday,0,32.15,1133.4,352.53
2019-09-05,2019,9,5,Thursday,0,32.14,1133.15,352.57
2019-09-06,2019,9,6,Friday,0,34.78,1226.33,352.6
2019-09-07,2019,9,7,Saturday,1,28.6,1008.32,352.56
2019-09-08,2019,9,8,Sunday,1,27.49,969.25,352.58
2019-09-09,2019,9,9,Monday,0,33.19,1170.23,352.59
2019-09-10,2019,9,10,Tuesday,0,32.75,1154.79,352.61
2019-09-11,2019,9,11,Wednesday,0,32.97,1162.38,352.56
2019-09-12,2019,9,12,Thursday,0,30.66,1081.0,352.58
2019-09-13,2019,9,13,Friday,0,34.95,1232.23,352.57
2019-09-14,2019,9,14,Saturday,1,27.73,977.59,352.54
2019-09-15,2019,9,15,Sunday,1,26.77,943.96,352.62
2019-09-16,2019,9,16,Monday,0,34.74,1224.77,352.55
2019-09-17,2019,9,17,Tuesday,0,31.69,1117.28,352.57
2019-09-18,2019,9,18,Wednesday,0,31.95,1126.56,352.6
2019-09-19,2019,9,19,Thursday,0,31.67,1116.51,352.54
2019-09-20,2019,9,20,Friday,0,34.39,1212.64,352.61
2019-09-21,2019,9,21,Saturday,1,26.01,917.07,352.58
2019-09-22,2019,9,22,Sunday,1,25.68,905.5,352.61
2019-09-23,2019,9,23,Monday,0,34.95,1232.14,352.54
2019-09-24,2019,9,24,Tuesday,0,31.02,1093.82,352.62
2019-09-25,2019,9,25,Wednesday,0,30.89,1088.95,352.53
2019-09-26,2019,9,26,Thursday,0,29.78,1049.83,352.53
2019-09-27,2019,9,27,Friday,0,33.77,1190.61,352.56
2019-09-28,2019,9,28,Saturday,1,25.79,909.43,352.63
2019-09-29,2019,9,29,Sunday,1,32.92,1160.66,352.57
2019-09-30,2019,9,30,Monday,0,39.55,1394.32,352.55
2019-10-01,2019,10,1,Tuesday,0,41.72,1469.11,352.14
2019-10-02,2019,10,2,Wednesday,0,45.48,1601.45,352.12
2019-10-03,2019,10,3,Thursday,0,38.14,1342.84,352.08
2019-10-04,2019,10,4,Friday,0,39.65,1396.06,352.1
2019-10-05,2019,10,5,Saturday,1,28.71,1010.95,352.12
2019-10-06,2019,10,6,Sunday,1,34.03,1198.41,352.16
2019-10-07,2019,10,7,Monday,0,37.35,1315.26,352.14
2019-10-08,2019,10,8,Tuesday,0,35.22,1240.03,352.08
2019-10-09,2019,10,9,Wednesday,0,38.18,1344.44,352.13
2019-10-10,2019,10,10,Thursday,0,39.76,1399.89,352.09
2019-10-11,2019,10,11,Friday,0,41.55,1462.94,352.09
2019-10-12,2019,10,12,Saturday,1,32.12,1130.82,352.06
2019-10-13,2019,10,13,Sunday,1,32.15,1132.03,352.11
2019-10-14,2019,10,14,Monday,0,39.85,1403.04,352.08
2019-10-15,2019,10,15,Tuesday,0,41.68,1467.53,352.09
2019-10-16,2019,10,16,Wednesday,0,41.09,1446.97,352.15
2019-10-17,2019,10,17,Thursday,0,40.88,1439.35,352.09
2019-10-18,2019,10,18,Friday,0,43.93,1546.96,352.14
2019-10-19,2019,10,19,Saturday,1,33.72,1187.18,352.07
2019-10-20,2019,10,20,Sunday,1,34.29,1207.55,352.16
2019-10-21,2019,10,21,Monday,0,40.72,1433.73,352.09
2019-10-22,2019,10,22,Tuesday,0,40.63,1430.63,352.11
2019-10-23,2019,10,23,Wednesday,0,39.54,1392.31,352.13
2019-10-24,2019,10,24,Thursday,0,39.4,1387.36,352.12
2019-10-25,2019,10,25,Friday,0,44.23,1557.39,352.11
2019-10-26,2019,10,26,Saturday,1,33.04,1163.23,352.07
2019-10-27,2019,10,27,Sunday,1,32.51,1144.69,352.1
2019-10-28,2019,10,28,Monday,0,37.15,1308.18,352.13
2019-10-29,2019,10,29,Tuesday,0,35.95,1265.69,352.07
2019-10-30,2019,10,30,Wednesday,0,43.8,1542.42,352.15
2019-10-31,2019,10,31,Thursday,0,41.35,1455.87,352.08
2019-11-01,2019,11,1,Friday,0,50.14,1795.5,358.1
2019-11-02,2019,11,2,Saturday,1,40.48,1449.61,358.11
2019-11-03,2019,11,3,Sunday,1,33.35,1194.26,358.1
2019-11-04,2019,11,4,Monday,0,42.79,1532.07,358.04
2019-11-05,2019,11,5,Tuesday,0,39.0,1396.51,358.08
2019-11-06,2019,11,6,Wednesday,0,39.89,1428.49,358.11
2019-11-07,2019,11,7,Thursday,0,41.02,1468.69,358.04
2019-11-08,2019,11,8,Friday,0,41.94,1501.59,358.03
2019-11-09,2019,11,9,Saturday,1,35.07,1255.75,358.07
2019-11-10,2019,11,10,Sunday,1,34.51,1235.67,358.06
2019-11-11,2019,11,11,Monday,0,43.33,1551.58,358.08
2019-11-12,2019,11,12,Tuesday,0,40.9,1464.51,358.07
2019-11-13,2019,11,13,Wednesday,0,42.29,1514.27,358.07
2019-11-14,2019,11,14,Thursday,0,40.78,1460.2,358.07
2019-11-15,2019,11,15,Friday,0,47.69,1707.61,358.06
2019-11-16,2019,11,16,Saturday,1,38.15,1366.05,358.07
2019-11-17,2019,11,17,Sunday,1,38.71,1386.26,358.11
2019-11-18,2019,11,18,Monday,0,46.99,1682.56,358.07
2019-11-19,2019,11,19,Tuesday,0,44.74,1602.16,358.1
2019-11-20,2019,11,20,Wednesday,0,43.75,1566.51,358.06
2019-11-21,2019,11,21,Thursday,0,43.8,1568.38,358.08
2019-11-22,2019,11,22,Friday,0,46.38,1660.89,358.1
2019-11-23,2019,11,23,Saturday,1,40.33,1444.17,358.09
2019-11-24,2019,11,24,Sunday,1,36.32,1300.46,358.06
2019-11-25,2019,11,25,Monday,0,45.99,1646.95,358.11
2019-11-26,2019,11,26,Tuesday,0,39.75,1423.38,358.08
2019-11-27,2019,11,27,Wednesday,0,41.72,1493.79,358.05
2019-11-28,2019,11,28,Thursday,0,40.27,1441.86,358.05
2019-11-29,2019,11,29,Friday,0,52.21,1869.4,358.05
2019-11-30,2019,11,30,Saturday,1,38.77,1388.2,358.06
2019-12-01,2019,12,1,Sunday,1,41.66,1479.51,355.14
2019-12-02,2019,12,2,Monday,0,49.75,1766.61,355.1
2019-12-03,2019,12,3,Tuesday,0,44.92,1595.26,355.13
2019-12-04,2019,12,4,Wednesday,0,40.7,1445.41,355.14
2019-12-05,2019,12,5,Thursday,0,42.6,1512.74,355.1
2019-12-06,2019,12,6,Friday,0,46.39,1647.21,355.08
2019-12-07,2019,12,7,Saturday,1,36.4,1292.59,355.11
2019-12-08,2019,12,8,Sunday,1,35.64,1265.65,355.12
2019-12-09,2019,12,9,Monday,0,44.15,1567.91,355.13
2019-12-10,2019,12,10,Tuesday,0,42.26,1500.78,355.13
2019-12-11,2019,12,11,Wednesday,0,42.02,1492.2,355.12
2019-12-12,2019,12,12,Thursday,0,43.43,1542.15,355.09
2019-12-13,2019,12,13,Friday,0,48.38,1718.11,355.13
2019-12-14,2019,12,14,Saturday,1,35.17,1248.92,355.11
2019-12-15,2019,12,15,Sunday,1,34.14,1212.39,355.12
2019-12-16,2019,12,16,Monday,0,44.2,1569.78,355.15
2019-12-17,2019,12,17,Tuesday,0,45.47,1614.8,355.14
2019-12-18,2019,12,18,Wednesday,0,41.19,1462.67,355.1
2019-12-19,2019,12,19,Thursday,0,44.28,1572.51,355.13
2019-12-20,2019,12,20,Friday,0,47.71,1694.15,355.09
2019-12-21,2019,12,21,Saturday,1,35.17,1249.09,355.16
2019-12-22,2019,12,22,Sunday,1,36.6,1299.57,355.07
2019-12-23,2019,12,23,Monday,0,46.38,1646.97,355.1
2019-12-24,2019,12,24,Tuesday,0,41.73,1481.76,355.08
2019-12-25,2019,12,25,Wednesday,0,41.95,1489.65,355.1
2019-12-26,2019,12,26,Thursday,0,41.47,1472.65,355.11
2019-12-27,2019,12,27,Friday,0,44.3,1573.08,355.1
2019-12-28,2019,12,28,Saturday,1,35.05,1244.79,355.15
2019-12-29,2019,12,29,Sunday,1,34.33,1218.95,355.07
2019-12-30,2019,12,30,Monday,0,51.01,1811.57,355.14
2019-12-31,2019,12,31,Tuesday,0,47.42,1683.81,355.08
2020-01-01,2020,1,1,Wednesday,0,48.65,1721.6,353.87
2020-01-02,2020,1,2,Thursday,0,46.06,1629.81,353.84
2020-01-03,2020,1,3,Friday,0,45.79,1620.3,353.85
2020-01-04,2020,1,4,Saturday,1,36.76,1300.8,353.86
2020-01-05,2020,1,5,Sunday,1,33.2,1174.7,353.83
2020-01-06,2020,1,6,Monday,0,44.59,1577.63,353.81
2020-01-07,2020,1,7,Tuesday,0,43.56,1541.36,353.85
2020-01-08,2020,1,8,Wednesday,0,40.49,1432.66,353.83
2020-01-09,2020,1,9,Thursday,0,44.12,1561.21,353.86
2020-01-10,2020,1,10,Friday,0,45.9,1624.23,353.86
2020-01-11,2020,1,11,Saturday,1,34.82,1232.18,353.87
2020-01-12,2020,1,12,Sunday,1,35.64,1261.13,353.85
2020-01-13,2020,1,13,Monday,0,44.82,1585.84,353.82
